date,summary,countries,comment
2018-10,The U.S. Department of Homeland Security announces that it has detected a growing volume of cyber activity targeting election infrastructure in the U.S. ahead of the 2018 midterm elections.,US,
2018-10,"The Centers for Medicare and Medicaid Services announced that hackers had compromised a government computer system, gaining access to the personal data of 75,000 people ahead of the start of ACA sign-up season.",US,
2018-10,The Security Service of Ukraine announced that a Russian group had carried out an attempted hack on the information and telecommunication systems of Ukrainian government groups,UA,
2018-10,"The U.S. Justice Department announces criminal charges against seven GRU officers for multiple instances of hacking against organizations including FIFA, Westinghouse Electric Company, the Organisation for the Prohibition of Chemical Weapons, and the U.S. and World Anti-Doping Agencies.",US,
2018-09,Security researchers found that a Russian hacking group had used malware to target the firmware of computers at government institutions in the Balkans and in Central and Eastern Europe.,?,
2018-09,"In a letter to Senate leaders, Sen. Ron Wyden revealed that a major technology company had alerted multiple Senate offices of attempts by foreign government hackers to gain access to the email accounts of Senators and their staff",US,
2018-09,"Researchers report that 36 different governments deployed Pegasus spyware against targets in at least 45 countries, including the U.S., France, Canada, and the UK.",>1,
2018-09,"The U.S. State Department suffers a breach of one of its unclassified email systems, exposing the personal information of several hundred employees.",US,
2018-09,Swiss officials reveal that two Russian spies caught in the Netherlands had been preparing to use cyber tools to sabotage the Swiss defense lab analyzing the nerve agent used to poison former Russian Agent Sergei Skripal.,CH,
2018-09,Security researchers find that Iranian hackers have been surveilling Iranian citizens since 2016 as part of a mobile spyware campaign directed at ISIS supporters and members of the Kurdish ethnic group.,IR,
2018-09,Russian hackers targeted the email inboxes of religious leaders connected to Ukraine amid efforts to disassociate Ukraine's Orthodox church from its association with Russia.,UA,
2018-09,"The U.S. Department of Justice announces the indictment and extradition of a Russian hacker accused of participating in the hack of JP Morgan Chase in 2014, leading to the theft of data from over 80 million customers.",US,
2018-09,"The U.S. Department of Justice announces the indictment of Park Jin Hyok, a North Korean Hacker allegedly involved in the 2014 Sony hack, the 2016 theft of $81 million from a Bangladeshi bank, and the WannaCry ransomware attacks.",US-BD,
2018-09,"Researchers reveal a new cyber espionage campaign linked to attacks against Vietnamese defense, energy, and government organizations in 2013 and 2014.",VN,
2018-09,Chinese hackers breached the systems of the Starwood hotel chain in 2014.  It is estimated that the personal information of up to 500 million people was stolen,?,
2018-08,"North Korean hackers stole $13.5 million from India's Cosmos Bank after breaking into the bank's system and authorizing thousands of unauthorized ATM withdrawals, as well as several illegal money transfers through the SWIFT financial network.",IN,
2018-08,"Security researchers report that Iranian hackers had targeted the websites and login pages of 76 universities in 14 countries.  The attackers stole the credentials of users who attempted to sign in, gaining access to library resources for the purposes of intellectual property theft.",?,
2018-08,"Facebook identified multiple new disinformation campaigns on its platform sponsored by groups in Russia and Iran. The campaigns targeted users in the U.S., Latin America, Britain, and the Middle East, and involved 652 fake accounts, pages, and groups.",US-GB-?,
2018-08,Microsoft announces that Russian hackers had targeted U.S. Senators and conservative think tanks critical of Russia.,US,
2018-07,"Security researchers report that an Iranian hacking group had been targeting the industrial control systems of electric utility companies in the U.S., Europe, East Asia, and the Middle East.",US-?,
